productId,group,name,ext_num,cleanName,searchTerm,url,subTypeName,lowPrice,midPrice,marketPrice
654523,Mega Evolution,Lillie's Determination - 184/132,184/132,Lillies Determination 184 132,"Lillie's Determination  ""184/132"" Mega Evolution holo",https://www.tcgplayer.com/product/654523/pokemon-me01-mega-evolution-lillies-determination-184-132,Holofoil,72.69,85,72.87
654524,Mega Evolution,Lt. Surge's Bargain - 185/132,185/132,Lt Surges Bargain 185 132,"Lt. Surge's Bargain  ""185/132"" Mega Evolution holo",https://www.tcgplayer.com/product/654524/pokemon-me01-mega-evolution-lt-surges-bargain-185-132,Holofoil,18,21.6,19.62
654525,Mega Evolution,Wally's Compassion - 186/132,186/132,Wallys Compassion 186 132,"Wally's Compassion  ""186/132"" Mega Evolution holo",https://www.tcgplayer.com/product/654525/pokemon-me01-mega-evolution-wallys-compassion-186-132,Holofoil,19,23.38,21.61
654526,Mega Evolution,Mega Gardevoir ex - 187/132,187/132,Mega Gardevoir ex 187 132,"Mega Gardevoir ex  ""187/132"" Mega Evolution holo",https://www.tcgplayer.com/product/654526/pokemon-me01-mega-evolution-mega-gardevoir-ex-187-132,Holofoil,215,242.17,214.81
654527,Mega Evolution,Mega Lucario ex - 188/132,188/132,Mega Lucario ex 188 132,"Mega Lucario ex  ""188/132"" Mega Evolution holo",https://www.tcgplayer.com/product/654527/pokemon-me01-mega-evolution-mega-lucario-ex-188-132,Holofoil,253,289.99,270.55
642536,Black Bolt,Snivy - 087/086,087/086,Snivy 087 086,"Snivy  ""087/086"" Black Bolt holo",https://www.tcgplayer.com/product/642536/pokemon-sv-black-bolt-snivy-087-086,Holofoil,18,21.73,19.76
642541,Black Bolt,Lilligant - 092/086,092/086,Lilligant 092 086,"Lilligant  ""092/086"" Black Bolt holo",https://www.tcgplayer.com/product/642541/pokemon-sv-black-bolt-lilligant-092-086,Holofoil,22.76,29.99,25.69
642545,Black Bolt,Amoonguss - 096/086,096/086,Amoonguss 096 086,"Amoonguss  ""096/086"" Black Bolt holo",https://www.tcgplayer.com/product/642545/pokemon-sv-black-bolt-amoonguss-096-086,Holofoil,24.99,34.77,28.78
642546,Black Bolt,Victini - 171/086,171/086,Victini 171 086,"Victini  ""171/086"" Black Bolt holo",https://www.tcgplayer.com/product/642546/pokemon-sv-black-bolt-victini-171-086,Holofoil,422.55,625.53,405.69
642553,Black Bolt,Volcarona - 100/086,100/086,Volcarona 100 086,"Volcarona  ""100/086"" Black Bolt holo",https://www.tcgplayer.com/product/642553/pokemon-sv-black-bolt-volcarona-100-086,Holofoil,29.99,35.16,30.57
642558,Black Bolt,Seismitoad - 105/086,105/086,Seismitoad 105 086,"Seismitoad  ""105/086"" Black Bolt holo",https://www.tcgplayer.com/product/642558/pokemon-sv-black-bolt-seismitoad-105-086,Holofoil,149.99,196.8,144.81
